address,area,city,guest_recommendation,hotel_description,hotel_facilities,latitude,locality,longitude,property_id,property_name,property_type,province,room_count,room_type,site_review_count,site_review_rating,state,uniq_id
"No.2, Kannan Nagar Extn, Chrompet",Chrompet,Chennai,100,The standard check-in time is 01:00 AM and the standard check-out time is 11:45 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,24 Hour Front Desk|Luggage Storage|Newspapers In Lobby|Room Service,12.9531946,Chrompet,80.1416008,HTLGBO1000053358,Day Dream Hotelz,Hotel,Chennai,14,Ac ROOM,2,3,Tamil Nadu,a0382977e18af4648e3c8a5b017b5124
"Hoshiarpur Road, Adjoining State Bank of India, Gagret,",Gagret,Una,100,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid ID proof is required at the time of check in for all guests.,Laundry Service Available|Parking Facilities Available|Front Desk|Power Backup|Food Facility|Room Service|Porter Services Available|Public Restrooms,31.6622025,Gagret,76.0594972,HTLGBO1000091602,Deluxe Home Stay Gagret,BnB,Una,9,Deluxe Room  AC,5,4.6,Himachal Pradesh,403703f8c485f28e84854d929279a82b
"37/1 Pacific Business Park Site-Iv,Sahibabad Industrial Area",Sahibabad Industrial Area,Ghaziabad,80,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. Local ID is not allowed to some Government Order.,Bar / Lounge |Concierge|Currency Exchange|Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Air-Conditioning - Central|Power Backup|Express Check-In / Check-Out|Multi Lingual Staff|Porter / Bellhop|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Smoking Area |Room Service (24 Hours)|Parking Facility|Smoke Detector,28.65270771,Sahibabad Industrial Area,77.326412,HTLGBO1000000048,Clarks Inn Suites,Hotel,Ghaziabad,151,Deluxe Room,237,3.8,Uttar Pradesh,9b24870460724d17e3dc7d8c82681d0d
"285-286 Millennium City Center, Sector 29, Gurgaon",Sector 29,Gurgaon,80,"The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 2 pieces Ironing per night. It is compulsory to give the Aadhar card or Driving license or Passport or Election card as a valid proof. PAN Card will NOT be considered as valid identity proof. Cancel before 48 hours in order to avoid any retention charges. If cancelled within 48 hours, 1 night retention to be charged. No refunds would be made against any No Shows. Extra Child (5-12 years without bed) wiil be chargeble.  Extra Child (below 5 years) will be Complimentary","Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Gift Shop |Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Valet service|24 Hour Front Desk|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Multi Lingual Staff|Wake-up Call / Service|Fitness Equipment|Suitable For Children|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Electronic / Magnetic Keys|Wheelchair Accessibility - Room|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Car Rental|Taxi Services|Board Room|Newspapers In Lobby|Room Service (24 Hours)|STD / ISD",28.46508911,Sector 29,77.06493884,HTLGBO1000000036,Citrus Hotels Gurgaon Central,Hotel,Gurgaon,44,Superior Room,94,4.1,Haryana,40a3f1fb32001d90109855cfc2fa887a
"Kannan Devan Hills, A.M.Road",Main Town,Munnar,82,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1.Mandatory Christmas Eve Dinner Supplement Charges on 24th Dec at Rs.2000 per person (pay at check in) 2.Mandatory New Year Eve Dinner Supplement Charges on 31st Dec sat Rs.2500 per person (pay at check in),Airport Transfer Available / Surcharge|Banquet Facilities|Business Center |Doctor on Call|Internet Access - Surcharge|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Power Backup|Conference Facility |Internet Access Free|Parking Facility|Room Service,10.07463858,Main Town,77.06153468,HTLGBO1000005244,Clouds Valley Leisure Hotel,Hotel,Munnar,20,Deluxe Room,88,4.2,Kerala,9dc823cada58a6b2e7db4202dd5c879a
"South Square, Near Manorama Junction, Panampilly Nagar",Ernakulam,Ernakulam,0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid ID proof is required at the time of check in for all guests.,Doctor on Call|Parking Facilities Available|Outdoor Parking - Secured|Parking Facility|Public Restrooms,9.9588628,Ernakulam,76.2956985,HTLGBO1000076864,Cochin City Residency,Hotel,Ernakulam,6,Premium Room,1,1,Kerala,fbf15f421efdb48e08b6276d5d318189
"Nagger Road, Gojra Manali. 175143",Naggar Road,Manali,100,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly we respects the privacy of all its customer and business partners. Arrival and Departure policy as below :-  Check in 1200 and Check out 1100 Hours  Early in Check and Late Check out Subjected to availability.,"Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Barbecue Area|Beauty Salon - on charge|Currency Exchange|Doctor on Call|Dry Cleaning|Gift Shop |Internet Access - Surcharge|Laundry Service Available|Library|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Locker Facility|Non Smoking Hotel|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Welcome Drinks|Power Backup|Gardens|Audio - Visual Equipment|Computer Rental|Wedding Services Facility|Translation Services|Multi Lingual Staff|Exhibit Space|Wake-up Call / Service|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Access Via Exterior Corridors|ATM / Banking|Fax Machine|Kitchen available (home cook food on request)|Multi - Line Phone|Fire Place Available |Free Local Calls|Picnic Area|Cell Phone Rental|Massage Services |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Skiing Facility Available|Nature Walk|Smoking Area |Veranda|Open Air Restaurant / Dining | Bike on Rent|Veg / Non Veg Kitchens Separate |Horse Ride ( Chargeable ) |Shopping Drop Facility (on fixed timings)|In House Events |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Express Laundry|Kids Play Zone|Oxygen Cylinder (on request)|Meditation Room|Water Dispenser Available|Self Check - In|Taxi Services|Board Room|Campfire / Bon Fire|Food Facility| Drivers Rest Room|Newspapers In Lobby|Yoga Hall / Classes|Children's Park|Postal / Parcel Services|Family Room|Room Service (24 Hours)| Cook Services|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|Laptop Available on Hire|Internet / Fax (Reception area only)|Adjoining Rooms|Outdoor Parking - Secured|Outdoor Parking - Non Secured|Parking Facility|Internet Access|Restaurant|Room Service|Fishing|Ayurvedic Facilities |Trekking|Fire Safety|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Flower Shop|Full Time Operation for All 7 Days|Paid Transfers|Public Restrooms|Speciality Restaurant |Stamps and Mailing Facility|Suites",32.1103701,Naggar Road,77.1629808,HTLGBO1000096188,Country Cottage Manali,Cottage,Manali,6,SOLANG VALLEY VIEW,1,5,Himachal Pradesh,073b204544dcf2d4fcbafedf4cba79ed
"No 514, Outer Ring Road, Opp Lumbini Garden, Nagawara",Hebbal,Bangalore,63,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly As per the Government directives it is Mandatory for all the guest to show their ID proof at the time of check in, PAN card will not be accepted as ID proof Pets are not allowed",Swimming Pool|Bar / Lounge |Business Center |Health Club / Gym Facility Available|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Power Backup|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Room Service,13.04184653,Hebbal,77.61341101,HTLGBO1000046808,"Country Inn &amp; Suites By Carlson, Bengaluru Hebbal",Hotel,Bangalore,88,Superior Room,19,4,Karnataka,b718eb196fc735f3577a33d1522cdf30
"Copa cobana A 301, Fortaleza ,Opp Gold Adlabs, Kalyani nagar.",Kalyani Nagar,Pune,58,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly we need id proof at the time of check in. unmarried couples not allowed,Currency Exchange|Doctor on Call|Laundry Service Available|Parking Facilities Available|Front Desk|Major Credit Cards Accepted|24 Hour Front Desk|Power Backup|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility,18.5455256,Kalyani Nagar,73.9056822,HTLGBO1000012638,Comfort Inn Service Apartment,Service Apartment,Pune,6,Deluxe Room (AC),43,3.3,Maharashtra,76630b860f965159084401fc6048af2b
Sam Sand Dunes,Sam Sand Dunes,Jaisalmer,76,"The standard check-in time is 03:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel May Charge Dinner Supplement for Festive, Christmas and New Year Gala's Dinner charges that need to be paid while on Check-IN.",Concierge|Currency Exchange|Doctor on Call|Laundry Service Available|Front Desk|Local Tour / Travel Desk|Valet service|Welcome Drinks|Power Backup|Dance Performances (on demand)|Free Local Calls|Safari|Camel Ride| Bike on Rent|Vegetarian Food / Jain Food Available|Village Visit ( Chargeable )|Car Rental|Taxi Services|Campfire / Bon Fire| Drivers Rest Room|Guide / Sightseeing Service|Adjoining Rooms|Outdoor Parking - Secured|Restaurant|Recreation Zone,26.85572516,Sam Sand Dunes,70.55158016,HTLGBO1000009484,Desert Adventure Camp,Tent,Jaisalmer,50,Deluxe Swiss Tent,25,4.1,Rajasthan,688070b8e5048a9764f082a1f7a68c03
"679, 4th Block, 10 Main,Koramangala,Bangalore",Koramangala,Bangalore,82,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Doctor on Call|Multi - Line Phone|STD / ISD,12.9325274,Koramangala,77.6305881,HTLGBO1000015384,Dass Suites,Hotel,Bangalore,16,Executive Ac Room,50,4.1,Karnataka,58d2fec12c2694c9f40ce2f8256d91f5
"Village Dhela,Corbett",Village Dhela,Corbett,83,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,"Swimming Pool|Babysitting/ Child Care (surcharge)|Banquet Facilities|Billiards|Concierge|Currency Exchange|Games Zone|Gift Shop |Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Table Tennis|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Power Backup|Gardens|Wake-up Call / Service|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Kitchen available (home cook food on request)|Wheelchair Accessibility - Room|Pool Table|Massage Services |Safari|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Nature Walk|Vegetarian Food / Jain Food Available|Village Visit ( Chargeable )|Car Rental|Kids Play Zone|City Shuttle Service|Campfire / Bon Fire| Drivers Rest Room|Newspapers In Lobby|Party hall|Air / Rail Booking|Baggage Room|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility",29.4106016,Village Dhela,79.0086616,HTLGBO1000001560,Corbett View Resort,Resort,Corbett,22,AC Huts,85,4,Uttarakhand,28a73e9c4ae9a739ffc681ebf84df578
"N-4/19, DLF City- ll, Near DLF Square Building, Gurgaon, Haryana- 122002",Dlf Phase I I,Gurgaon,60,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Doctor on Call|Laundry Service Available|Parking Facilities Available|Valet service|Power Backup|Taxi Services,28.4964343,Dlf Phase I I,77.0900843,HTLGBO1000000255,Corporate Prime,Hotel,Gurgaon,38,Deluxe Room,10,2.9,Haryana,df6343b82675f4d2a614086b4ad47c15
